ID,Label,Gloss
B6896,pamuli boru,mengawinkan putri kita
B6897,pamunu jolma borat dosana,pembunuh manusia dosanya berat.
B6898,pamurnas,menyehatkan badan
B6899,pamurunan,bdk purun:dapur; tungku dapur; pemasangan api.
B6900,pana,panah
B6901,panahit,(dari:sahit) cacing dalam usus; panahiton:penyakit cacing dalam usus; ubat panahit:obat anti cacing.
B6902,panamboli,bagian rusuk muka setentang leher.
B6903,panangga,na di toru ni tangga:anjing.
B6904,panangko (pencuri),siganjang tangan
B6905,panangko borngin mardalan sian pudi jabu,pencuri malam berjalan lewat belakang rumah
B6906,panangkok saring - saring ni natua-tua,memindahkan tulang - belulang orangtua ke makam baru yang sesuai dengan statusnya.
B6907,panarita,mudah sakit hati
B6908,panaru,yang mengantarkan
B6909,panas,panas; keringat; peluh; panasan:berkeringat; berpeluh; kepanasan; haen panas:selimut; selimut wol; panaspanas hasian:keringat dingin; peluh dingin.
B6910,pandaian,indra pengecapan
B6911,pandan,pandan yang daunnya dipakai untuk menganyam; jenis-jenis:pandan misang (harum); pandan sirabun; pandanpandan:sejenis ikan laut.
B6912,pandang,mata bidik; pejera pada senapang; mamandang:memandang; melihat:at; menilai; menghargai sesuatu; ndang dipandang ho uhum na denggan na binahen tu ho:engkau tidak menghargai rukun kebaikan yang diperlakukan buatmu.
B6913,pandaoni bolon,Maha penyembuh
B6914,pandaraman,mata pencaharian
B6915,pande,pandai; pintar; terampil; tukang; ahli; pande hau:tukang kayu; pande bosi:tukang besi; pande perak:tukang perak; na pande di hata; yang pandai bicara; hapandean:kepandaian; kecakapan; pekerjaan tangan; ketrampilan; marhapandean:mengerjakan pekerjaan tangan; berketrampilan.
B6916,pandial paddial,alergi kulit; benjollan di kulit.
B6917,pandidion,permandian/ baptis
B6918,pandis,bersih; murni mengenai barang tenunan.
B6919,pandita,sarjana; pendeta; pastor; misionaris.
B6920,pandita marjamita,pendeta berkotbah
B6921,pandita paddita,pendeta
B6922,pandol,mamandol:menyepak; menerjang orang; mamandol u-tang:berhenti sejenisenak pada main judi untuk menentukan utang-utang masing-masing; ma-mandol singkoram:mengambil gadai contoh sebidang tanah ladang.
B6923,pandongani,pendamping
B6924,pane,kilat dalam bahasa datu:kilasan-kilasan kilat waktu gelap hari; nama sungai yang datang dari tanah batak dan bermuara di pantai timur sumatra.
B6925,pane; pane bolon,sarana melihat jadual waktu yang cocok
B6926,panepane,demam; typhus; panepaneon:berdemam; sakit typhus; terkena typhus.
B6927,pane-pane,sakit demam tinggi
B6928,pang,kuat; dewasa; keras; berani; dari minuman:keras; yang dibuat mabuk; siinumon na pang:minuman keras yaitu tuak yang memakai sejenis ragi; bola pang:berbelah mulai dari tengah-tengah.
B6929,pangabakan,mata pencaharian
B6930,pangallang,tukang makan; jago
B6931,pangallang ubat unang ma mabiar tu na paet daina,pemakan obat janganlah takut rasa pahit.
B6932,pangalompa paias boras,pemasak membersihkan beras.
B6933,pangalumbus,pembual
B6934,pangan,mangan; (hupangan; dipangan); makan; hupangan:saya sedang makan; dipangan:dimakan sesuatu; sipanganon:makanan; papangan:cara makan; pamangan:mulut; marsipanganon:dihajap; dilahap; dimakan banyak; sipangan mago:seorang yang makan nasi orang lain tanpa memberi hasil pekerjaan; untuk mana dia diminta; juga dikatakan mengenai raja-raja yang makan makanan orang yang bertikai dengan lahapnya tetapi tidak menyelesaikan perkara pertengkaran mereka;marmanganan:makan mengenai orang banyak; dipangan rohana:berkenan akan dimasukkan di dalam pikiran; mamanganihon:banyak makan; tarpangan dai:merasa; merasa enak mengenai sesuatu; panganan:penganan; piring; dongan sapanganan:teman semeja makan; bilut panganan:kamar makan; p.b; ianggo rupa ndang tarpanganhon; pangalaho do na tarpanganhon:yang bisa bukan rupa; melainkan budi pekerti (nasehat kepada pemuda yang mencari calon isterinya); sapanganan daludalu:masih kerabat pada generasi keenam yang mempunyai nenek moyang yang sama; sapanganan lombu:masih kerabat generasi kesepuluh; sapanganan horbo:masih kerabat pada generasi ke tigabelas.
B6935,panganan,tempat makanan
B6936,pangansi pangassi,penipu
B6937,pangar,terbuka lebar-lebar mengenai lobang.
B6938,pangaragat; paragat,pengolah tuak enau
B6939,pangaranto sai lalap papungu hepeng,perantau selalu asyik mengumpulkan uang
B6940,pangarasaion,indra perabaan
B6941,pangaringkari,duit penambah semangat
B6942,pangaririt,pemilih calon istri; lihat ririt
B6943,pangaririt mangalului tinodo ni rohana,pencari jodoh mencari yang kena di hatinya
B6944,pangaruang-ruangon,perut cepat lapar
B6945,panggal,lebih tebal pada ujung dari pada pangkal; p.b; tu tonggina songon panganon tobu; tu panggalna songon buar-buar:semakin manis seperti halnya makan tebu yang dimulai dari ujungnya yang paling sedikit manis; bertambah besar sebagai halnya dengan palem buarbuar:artinya:yang terbaik disimpan terakhir; semakin lama semakin baik.
B6946,panggalas,pedagang keliling
B6947,panggang,mamanggang:panggang; memanggang di atas api (tu api); mengasapi.
B6948,panggar,dipuji agar senang; geer
B6949,panggil,mamanggil:panggil; memanggil.
B6950,panggu,rimbas; pacol; cangkul; mamanggu:merimbas; memacol.
B6951,panggul,bagian belakang binatang.
B6952,panggung,tumpukan; bukit; marpanggungpanggung:bertumpuk-tumpuk; bertimbun-timbun; berbukit-bukit.
B6953,panggurat mangarongkom,penulis menulis tangan
B6954,panghail,pengail;nelayan ( hail = pancing )
B6955,panghail dapotan dengke,pemancing mendapat ikan
B6956,panghilalaan,indra perasaan
B6957,pangimbung,nafsu; pangimbungna: nafsunya
B6958,pangimpolan,menjadi milik sendiri dari tadinhya milik bersama
B6959,pangir,marpangir:berlangir; mencuci diri dengan jeruk purut (terlebih rambut); unte pangir:jeruk sitrun untuk membersihkan rambut atau kulit; mamangiri:mencuci diri dengan jeruk ini.
B6960,pangisi,bdk isi.
B6961,pangkais,kedua kaki ayam adat
B6962,pangkais pakkais,kedua kaki ayam
B6963,pangkal,pokok; bagian bawah pohon kayu atau semak; modal yang dipakai untuk berusaha; marpangkal:berusaha dengan modal.
B6964,pangkal pakkal,pokok; modal pokok
B6965,pangkat,i. pangkat; jabatan; status; pangkat harajaon:pangkat seorang raja; manjalo pangkat:menerima jabatan; mijur sian pangkat:dilepaskan dari jabatan; kena pecat. ii. sejenis rotan besar.
B6966,pangke,bdk pahe; mamangke:memakai; memanfaatkan; sipangkeon:bisa dipakai; tu aha pangkeon? untuk apakah itu dapat dipakai; apa kegunaannya? pangke:bagus; elok; cantik; pamangke (di); pemakaian; cara memakai sesuatu.
B6967,pangke pakke,pakai; gunakan
B6968,pangko,batang pohon aren yang sangat keras; dari mana dibuat batang lembing; sipangko tali:sejenis padi.
B6969,pangko pakko,batang enau
B6970,pangkur,cangkol; mamangkur:mengerjakan ladang dengan cangkol.
B6971,pangkur; pungkor pakkur,bikin lubang dgn cangkul
B6972,pangkut,mamangkut:memagut; mencangkol.
B6973,pangolihon anak,mengawinkan anak laki-laki
B6974,pangolihon anak,mengawinkan putra
B6975,pangpang,lumpuh; marpangpang:dalam keadaan lumpuh; menderita lumpuh.
B6976,pangsa,bdk paksa.
B6977,pangsi,panci
B6978,pangula ni huria mamalu,petugas gereja memukul giring-giringlonceng gereja
B6979,pangula porlak ingkon radot,pengelola kebun harus rajin dan tekun
B6980,pangulima,pangulima=ulubalang:panglima; pelopor; pahlawan.
B6981,pangurut mandaishon miak,tukang urut mengoleskan minyak
B6982,pangus,mamangus:menyamun orang dengan menangkap pengunjung; menyamun; merampok; pamagus:perampok orang; penyamun.
B6983,paniala,kutuk; balas dendam dari hantu (begu)
B6984,paniaran,para istri
B6985,panihalaon,darah keluar sendiri dari hidung
B6986,paninaran,tempat menjemur
B6987,paniti,peniti.
B6988,panjait manurathon ungkuran ni badan,penjahit menuliskanukuran tubuh
B6989,panjal pajjal,rontok satu dua gigi
B6990,panjang,panjang=leleng; sapanjang=saleleng:selama.
B6991,panjar pajjar,uang muka
B6992,panji,panjipanji:perhiasan dari bulu yang disuntingkan anak-anak di kepalanya; hira panjipanji:sangat cepat bergerak; ligat; berlari amat cepat. panjol = pandol dan ponjol.
B6993,panjomuran,tempat menjemur
B6994,panju,panglima perang; komandan peperangan; kepala pasukan; penghulu perang.
B6995,panjut,obat tampal; plester pada luka dan gigi yang berlobang untuk menarik ulat yang diduga ada disitu; pamanjut:idem; mamanjut:merawat sakit gigi dengan memasukkan minyak ke gigi dan kemudian menarik ulat-ulat itu.
B6996,panomu-nomu,kerabat yang datang menjenguk keluarga yang kelahiran bayi.
B6997,panopano,jerawat; bercak hitam di wajah; panu.
B6998,panortor mangurdot,penari bergoyang ikuti irama gendang
B6999,pansa,panggung atau dangau di tengah-tengah ladang sebagai tempat mengusir burung dari ladang.
B7000,pansamot passamot,ayah pengantin pria
B7001,pansang,mamansang:memanggil untuk berkumpul; parpansang:dipanggil untuk berkumpul mengenai rapat.
B7002,pansar,jauh; luas; sembur; pansar baritana:namanya terberita; tersiar beritanya; partigatiga pansar:saudagar yang pergi berdagang ke tempat-tempat yang jauh; pedagang keliling.
B7003,pansar passar,pancar; air memancar
B7004,pansidungi,penyelesaian; lihat sidung
B7005,pansing,bersih dibilas; segala-galanya dilaksanakan sehingga tidak ada lagi yang harus dikerjakan; mamansinghon:disapu bersih; dimusnahkan habis-habisan.
B7006,pansung,pansung=ansung:takaran isi untuk tuak; pansung bahen:potong miring.
B7007,pansur,pancur; mata air; bunga pansur:sejenis tanaman berbunga putih dan merah;mamansur:memasang pansur; mengalir; berpansur; hoda sipansur:kuda petak; pansur na tolu; pansur na pitu:nama tempat; pansur ni bagot:ijuk yang mengarah ke atas.
B7008,pansur passur,pancuran air
B7009,pansut,pansut = pago; mamansuthon:melantakkan; meluluh-lantakkan.
B7010,pantang,pantang=subang:pantang; dilarang; larangan; pantang ni abit:haid; menstruasi; pantangan:sebuah rumah kecil di kampung yang tidak boleh diinjak oleh orang lain hanya oleh dukun.
B7011,pantang pattang,pantang
B7012,pantar,lantai papan dalam rumah; dibuat dari batang-batang pohon kayu atau bambu; juga lapik tikar di tempat tidur yang dibuat dari pelepah pohon enau; pantarpantar:lantai; mamantar:memasang lantai.
B7013,pantar pattar,tempat di ketinggian
B7014,pantas,pantas; cakap; arif; sering dalam kata majemuk; pantas marroha:berakal budi; arif; berbudi luhur.
B7015,pantik,tertancap terpantak; terhujam contoh kapak; pahat atau lembing; mamantikhon; memantakkan; menancapkan lembing; paku.
B7016,pantil,panggung dari kayu atau tanah; menara jaga terdiri dari bambu.
B7017,pantis,bahan lilin; nama daerah.
B7018,pantom,mamantom:melimbaikan; melembing; melembingkan; melemparkan sesuatu; mamantomhon:memakai sesuatu untuk dilembingkan; dilambaikan; me-lembingkan; menombakkan. pantun:sopan santun; berperangai baik; beradab; beradat; hormat; kesopanan; berbudi bahasa; pantun hangoluan; tois hamagoan:kesopanan; pangkal kehidupan; kepongahan pangkal celaka; p.b.; tubu sigiragira sajongkal dua dopa; molo pantun manghuling; luhut do na lomo roha:tumbuh pohon nira sejenisengkal dua depa; apabila berbicara sopan; semua orang menyukainya.
B7019,pantom pattom,permainan semacam lempar lembing
B7020,pantun,sopan; marhapantunon: bersopan-sopanan
B7021,panuju,kemiri terbesar untuk ditembakkan ke kemiri lain ( permainan anak marpinse)
B7022,panumbeangan,bdk eang
B7023,panumbeangon,kaki bengkak-bengkak
B7024,panunuhon,bdk tuhuk
B7025,panurirang,bdk surirang
B7026,panut,jarum besar dari bambu yang dipakai untuk menganyam karung-karung dari bulir; mamanuti:membuhul; menampal mengenai anyaman atau tikar.
B7027,panutuan (gilingan),papene
B7028,paontong manuk,menghitung jumlah ayam; apakah lengkap atau kurang.
B7029,paor,bdk haor:bergerak secara tidak tenang mengenai tangan dan kaki; balok ni paor:sangat gelisah; tidak tenang; membuat hiruk pikuk.
B7030,papa,kusut; surat papa = surat lilu
B7031,papadehor,suatu tanda pada ayam ramalan.
B7032,papagan,tempat obat tradisional; ramuan ampapaga
B7033,papak,berhalangan; terhalang.
B7034,papaluan,sejenis burung yang bersarang di ladang padi.
B7035,papan,papan; papanpapan:papan lantai; pamapan:bagian belakang alat pertenunan; mamapan:melebar dan mengeras seperti papan; dikatakan mengenai borok pada punggung kuda atau orang yang tambun; sangkapapan:sebuah parira:petai.
B7036,papangan,mulut
B7037,papateak,papateak = pateak
B7038,papatil,sejenis pahat
B7039,papene,papene = penepene:lihat:pene.
B7040,papene; panutuan,gilingan cabe
B7041,papi,seksama; insyaf; teliti; teratur dalam pekerjaan; penuh tanggung jawab.
B7042,papungu pangurupion,mengumpulkan bantuan atau sumbangan
B7043,par depok,orang yang tinggal di Depok
B7044,par nok,orang yang gampang pulas
B7045,par sumatra,orang yang berasal dari Sumatra
B7046,par..,menyatakan pemilik; tempat tinggal
B7047,para,tinggi; marsiparaparai:tidak sama tinggi mengenai padi di ladang; anak para = dolidoli (na modom di parapara?).
B7048,para – para,para-para
B7049,parade na porlu tu partangiangan bodari,mempersiapkan yang perlu utk doa bersama nanti malam
B7050,paradehon inganan,menyediakan tempat
B7051,paradongan,orang kaya
B7052,parak,sisa-sisa yang mengendap dalam segelas tuak; busa tuak; bagian-bagian kental di tuak.
B7053,parako,parako = parangko
B7054,paramak sobalunon,orang yang tamunya sambung-menyambung
B7055,paraman,putra dari lae kita
B7056,parana,anak parana:pemuda.
B7057,paranak,pemilik anak
B7058,parang,parang
B7059,parangan,soldadu; prajurit; pasukan.
B7060,parange,perangai; tingkah la-ku; kelakuan; sifat; mamarangehon na tama:berperangaikan yang pantas; yang baik; marparange; berperangai; berkelakuan.
B7061,parangko,perangko.
B7062,parapara,bdk para:rak kayu dalam rumah batak yang dipasang sari pintu sepanjang rumah; parapara.
B7063,parapat,sejenis bambu; juga:nama marga.
B7064,parapian,tempat pembakaran dedauan dan kotoran hewan utk dijadikan pupuk.
B7065,parar,mamarar:mempergunakan sesuatu; memanfaatkan sesuatu; karena tidak ada yang lebih baik; marpinarar:memakai kesempatan; menghargai sesuatu biarpun bernilai rendah. parasan = tandok. parate:tempat tidur.
B7066,parasi roha,sifatnya berbelas kasih
B7067,parate-ate,pemberani
B7068,parate-ate,sifatnya cepat naik pitam
B7069,parati,kasur tidur
B7070,parau,perahu; kapal; marparau:naik perahu; berperahu; anak parau:awak perahu; anak kapal; parau bubus:perahu yang bocor yaitu pemboros; parau hosa:balon udara; parau kopal:kapal uap; parparauon:perkapalan; pelayaran; p.b.; ndang tarbahen harom parau samponggol:mana bisa karam sebelah perahu:artinya mana bisa hanya sepihak bersalah; kedua belah pihak mempunyai kekurangan dan karenanya harus memperbaikinya.
B7071,parbada rea,tukang berantam
B7072,parbadaan,perkelahian ( kata dasar: bada)
B7073,parbadaan,perkelahian (bada = ribut )
B7074,parbadaan,perselisihan; perkelahian
B7075,parbada-bada,suka berantam mulut
B7076,parbal,pemain bola ( bal = bola )
B7077,parbandaan,makam
B7078,parbanua ginjang,pemilik benua atas atau sorga
B7079,parbarani,pemberani
B7080,parbarani mate (berani mati),na todos di ari
B7081,parbaribaan,orang yang tinggalnya diseberang sana.
B7082,parbasuan,air cuci tangan
B7083,parbasuan; parburian,cuci tangan
B7084,parbiar,penakut
B7085,parbiar lukluk,penakut sekali
B7086,parbola gogo maringkat,pemain sepak bola kuat berlari
B7087,parbue,buah; lihat bue
B7088,pardalan,orang yang sedang berjalan
B7089,pardalan pat mardalan sian topi ni dalan,pejalan kaki berjalan dari pinggir jalan
B7090,pardalanan,perjalanan
B7091,pardamean,perdamaian ( damai = damai )
B7092,pardengke tahan ditinggang mohop ni ari dohot ngali ni udan,nelayan kuat disengat panas terik matahari dan dnginnya hujan.
B7093,parduan,bagian; kawanan; (dari parduaan)
B7094,parduli,parduli = perduli.
B7095,pare,sejenis ikan laut; parparean:daerah di toba; dimana ikan itu dulu diimpor.
B7096,pareak,dayagunakan; jadikan perhatian
B7097,pareman,pereman.
B7098,parende,penyanyi (ende = nyanyian)
B7099,parengkel,sifat riang gembira
B7100,parenta,perintah
B7101,pareon,sipareon:telinga; pendengar; kuping (and).
B7102,pareso,periksa; paresohon:memeriksa
B7103,parespes,kecil sekali; krepos; uang parespes=getep:ketip; uang kecil
B7104,paretong,orang pelit
B7105,pargabus,sifatnya berdusa ( gabus = dusta )
B7106,pargomgom,pelindung
B7107,pargonsi,pemain gendang
B7108,pargonsi,pemusik
B7109,pargonsi mamalu ogung,pemusik palu gendang
B7110,pargual,pemusik
B7111,pargut,mamarguti mencotok mengenai burung; menerkam mengenai ular; memaguti; hona pargur:kena gigit (ular)
B7112,parhalaan,kalender Batak
B7113,parhalaan,Kalender Penanggalan orang Batak didasarkan pada pengetahuan ilmu falak yakni lingkaran langit; cakrawala; peredaran bintang (astronomi) yang tidak ada hubungannya dengan setan-setan.
B7114,parhalado,pengerja gereja; pelayan gerejani
B7115,parhata manggang,suka membual
B7116,parhata sada,sekali bilang A harus A
B7117,parhata saut,apa yang sdh direncanakan harus terwujud
B7118,parhataan,rapat; kumpul berbincang- bincang
B7119,parhobas,para petugas layanan pesta
B7120,parhobas,petugas pelayanan ( hobas – layanan)
B7121,parhobas,petugas pelayanan pesta
B7122,parhohas,alat bunyi-bunyian; perkakas tukang kayu; lihat:hohas. pari=pare.
B7123,parhorsihan,lahan tandus; padangpasir
B7124,parhorsikan,tempat hidup melarat
B7125,pariama,bintang pariama:gambaran bintang pleyaden
B7126,pariban,anak perempuan saudara ibu laki-laki (mamak) atau adik suaminya; anggi pariban:adik perempuan isteri seseorang;hahapariban:kakek perempuan isteri seseorang.
B7127,paridian,tempat mandi; kamar mandi
B7128,paridihon,memandikan
B7129,paridihon si butet,memandikan si butet
B7130,parik,tembok dari tanah; mamarik:membuat tembok; membenteng; mamarihi:dikelilingi tembok; upa parik:sebidang tanah yang diterima setiap penduduk dari kepala kampung selama ia tinggal di kampung itu.
B7131,parila,pemalu
B7132,parila,sifatnya pemalu ( ila = malu )
B7133,parilu,mudah tersinggung dan langsung menangis
B7134,parinse,perisai.
B7135,pariok api,periuk api; periuk besi.
B7136,parir,celaka; sangat menyedihkan; papa; sengsara; hapariron:kemelaratan; kesukaran; kesakitan; sengsara.
B7137,parira,pohon petai.
B7138,parisap tumagon ma dipadao sian donganna,perokok sebaiknya menjauh dari temannya
B7139,parjabu talak,pintu terbuka bagi siapa saja yang mau berkunjung
B7140,parjabuan,perumahan ( jabu = rumah )
B7141,parjamita,pengkotbah ( jamita = kotbah )
B7142,parjolo,yang pertama ( jolo = depan )
B7143,parjolo ma ho;,duluanlah; kususul nanti niihuthon pe annon.
B7144,parjorat jotjot do martabuni di ramba-ramba,penjerat burung sering ngumpet di semak
B7145,parjuji paos,penjudi siang malam di sembarang tempat.
B7146,parjuji paos,penjudi tak ingat pulang
B7147,parkarejo kantor martep,pegawai kantor mengetik
B7148,parkarejoan,tempat kerja
B7149,parkaro,perkara; proses; masalah pengadilan.
B7150,parkato,suka ngobrol
B7151,parlapo ingkon halak na ias,pengusaha kedai mestinya orang bersih.
B7152,parlapo tuak,pemilik/ pengusaha lapo tuak
B7153,parmahan,gembala hewan
B7154,parmahan manjaga pinahan,gembala menjagai ternak
B7155,parmalim martonggo,sekte parmalim memanjatkan doa permohonan
B7156,parmihim-mihim,suka berkhianat
B7157,parmihim-mihim,sifatnya suka menghianat.
B7158,parmobil manjou sewana,pemilik mobil memanggil penumpangnya.
B7159,parmonsak,pemain pencak silat (monsak = pencak)
B7160,parmotor maamba angin,pengendara motor tambah angin untuk ban
B7161,parmulaan,permulaan ( mula = awal; mula)
B7162,parmura hansit roha,gampang sakit hati
B7163,parmuruk,gampang marah ( muruk = marah )
B7164,parmuruk,pemarah
B7165,parngoluon,kehidupan ( ngolu = hidup )
B7166,parnianggoan,indra pembauan
B7167,parnidaan,indra penglihatan
B7168,paroahu,terlalu jelek
B7169,parompuan,bdk ampu
B7170,parpangkas manggusting,tukang pangkas obut menggunting rambut.
B7171,parpar,berketurunan banyak.
B7172,parpinggol sohatuhilan,kupingnya budak
B7173,parpoda sibegeon,pantas didengar petuah atau nasehatnya.
B7174,parpodom sohabodilan,kalau tidur; susah dibangunkan
B7175,parpollung nautusan,tukang ngobrol tidak tahu batas waktu
B7176,parpudi,yang terakhir (pudi = belakang)
B7177,parrohahon ma da,perhatikanlah; ya.
B7178,parsabar,penyabar
B7179,parsadaan,persatuan
B7180,parsadu mamiaro hoda,tukang sado memelihara tunggal/ jantankuda jantan
B7181,parsahalian,hal hanya sekali saja ( sahali=sekali)
B7182,parsahalian,hanya untuk sekali
B7183,parsanggulan,kepala hewan adat
B7184,parsaripeon,keluarga; suami-isteri
B7185,parsatur ingkon godang manginum mual tio,pecatur harus banyak minum air putih
B7186,parsaulian,nikmat-nikmat
B7187,parsiamun,yang sebelah kanan ( siamun = kanan )
B7188,parsili,selalu sial pada undian
B7189,parsimboraon,ajimat
B7190,parsimburu,pencemburu
B7191,parsingkola manjaha,anak sekolah membaca
B7192,parsinuan (suami),ama; tunggane doli; siadopan
B7193,parsip,pendiam
B7194,parsobanan,tempat cari kayu bakar
B7195,parsolu marluga di tao,tukang sampan mendayung di danau
B7196,parsorion,keprihatinan karena dirundung musibah
B7197,parsubang,tidak memakan darah
B7198,partangga gogop,budak
B7199,partangiang unang sampe so diingot mandok amen,pendoa jangan sampai tak ingat bilang Amin
B7200,partani mangula hauma,petani mengolah sawah
B7201,partataring di uluna,tidak jelas di mana tinggal; tanpa alamat tetap
B7202,parti,teliti dalam pekerjaan; selaras; cermat; akurat; rapi.
B7203,partiga-tiga maronan,pedagang ke pasar
B7204,partonun pature bonang na rundut,penenun betulkan benang yang semrawut
B7205,partoru,yang paling bawah ( toru = bawah )
B7206,partuktukan,wadah meramu sirih
B7207,partumual manghallung aek,pengambil air memikul air
B7208,partunggul,seseorang yang dapat dijadikan andalan.
B7209,partuturan,kekerabatan
B7210,partuturan,persilsilahan; kekerabatan
B7211,parumaen,menantu perempuan; parumaen di losung=parumaen sinonduk:calon menantu perempuan; yang sudah diterima dalam rumah sebagai pembantu dan sudah diberikan mas kawin; mengenai dia dikatakan:hira hatoban siulaon; alai hira raja nasida anggo di sipanganon:ia harus kerja seperti seorang hamba; tetapi ia peroleh makanan seperti seorang raja.
B7212,parung,luka; bisul; marparungparung:bisulan; berbisul banyak; kutilan; borok-borokan.
B7213,paruparu,paruparu=paranak bodilan:tempat peluru.
B7214,pas,cocok benar; pas
B7215,pasa,tali pasa:tali dari kulit kerbau.
B7216,pasa; tali pasa,tali besar dari kulit hewan
B7217,pasahat tona,menyampaikan pesan
B7218,pasahathon tongosan,menyerahkan kiriman
B7219,pasak,mamasak:memukul atau menokok dengan martil atau sepotong kayu; pasakpasak:pe-mukul; martil.
B7220,pasak,lintah; pacet.
B7221,pasak surut,dipasak dulu baru surut ( = orang tak tahu diri)
B7222,pasal,pasal=tuhe dan tuho:tanda perbatasan.
B7223,pasang,i. pasang; sapasang:sepasang; sestel; sapasang abit:satu pasang pakaian; sestel pakaian; sapasang:memasang uang taruhan dalam permainan judi; mamasang bodil:menembakkan senapang; mamasang palito:menyalakan lampu; mamasang hoda:mengenakan kekang dan pelana (kuda); mamasang hepeng:memasang uang taruhan dalam permainan; pasang laut:air pasang; pasang surut:air surut. ii. pasang; parah mengenai penyakit.
B7224,pasar,pekan; pasar; pajak.
B7225,pasi,i. pasak; pen; baji; contoh pada balok atau pada pisau yang menghubungi pisau dan gagang; ndang hasigatan pasi dibagasan suhul:puting yang ada pada pegangan pisau harus diperiksa dengan baik; pasipasi:sisa; restan. ii. pasi:awalan pada kata benda yang berarti:uang pembeli:pasitimbaho:uang untuk membeli tembakau; pasiulos:uang untuk membeli ulos.
B7226,pasiding sanding,menghindari musuh tak boleh bicara.
B7227,pasidunghon panghataion,mengakhiri pembicaraan.
B7228,pasilpe di dalan,berpapasan di jalan
B7229,pasing,sipasing:ulat; capung (rimbur)
B7230,pasingot,nasehati/ nasehatkan
B7231,pasipma,diamkanlah
B7232,pasir,tepi danau; pantai; topi pasir:tepi pantai; tepian berpasir; gule pasir:gula pasir; apus pasir:sumpah yang kuat (gabe soada molo...)
B7233,pasisir,penumpang angkutan
B7234,pasituak na tonggi,uang jajan di perjalanan
B7235,paske,andor paske:sejenis tanaman menjalar berbunga merah dan penyet.
B7236,pasombu,biarkan saja
B7237,paspas,terantuk pada; tertumbuk pada; terhempas; mapaspas:rontok mengenai rambut; botak; habis mengenai modal; mamaspas:menghempaskan pakaian; dipamaspas ni hala.
B7238,passa,tempat tinggi
B7239,pastap,pukulan dengan telapak tangan; menampar; hona pastap:kena tampar; mamastapi:menampari.
B7240,pasti,pasti
B7241,pastima,barat.
B7242,pastina,Arah mata angin Barat
B7243,pastor,Imam Katolik
B7244,pasu,i. pasuan:marah mengenai begu yang contoh marah terhadap orang yang membuat sumpah palsu. ii. pasupasu:berkat; mamasumasu:memberkati; mamasumasuhon tu:menumbuhkan sesuatu yang menjadi berkat bagi orang; menurunkan berkat kepada; pinggang pasu:pinggang porselen(mahal dan memakai gambaran biru).
B7245,pasuda,habiskan
B7246,pasul,tidak hormat; tidak sopan mengenai kata-kata; biadab. pat:kaki; ulu ni pat:tempurung lutut; mardalan pat:berjalan kaki; siopat pat:yang berkaki empat; pat ni emper:kaki emperan; tiang.
B7247,pasupasu,berkat
B7248,pasu-pasu,berkat
B7249,pat (kaki),simanjojak
B7250,pat;simanjojak,kaki
B7251,pat bengkuk,kaki bengkok
B7252,pat mansibalgai,kaki tak sama besar
B7253,pata simangot,pata simangot=gohan; bdk gok i
B7254,patar,jelas dan mudah terlihat:at; terang; tidak ada yang tersembunyi; terbuka; transparan; nyata; patar tarida:jelas nampak; mamataratar:memperlihat:atkan diri dengan terbuka; papatarhon:menyatakan; mengumumkan secara terbuka; hapataron:kejelasan; keterbukaan.
B7255,pataru,hantarkan
B7256,pataru anggina singkola ala doras udan,mengantar adiknya sekolah krn hujan deras
B7257,pataru na muli tu huta ni paranak,mengantarkan pengantin perempuan ke kampung mertuanya.
B7258,patarushon,menyusukan bayi
B7259,pate,bdk mate; siap; selesai; tidak dapat diubah lagi; berakhir contoh perkelahian; perkara; hampir kena sewaktu menembak; mati; nunga pate:dia sudah mati; pate gora:perselisihan sudah diselesaikan; selesai sengketa; papatehon:mengakhiri; memutuskan; hapatean:akhirnya perkara; cara menyelesaikan perkara; marhapatean:berakhir; jalan keluar; berakhir tuntas; marhapatean tu na roa:berakhir jelek; berakhir dengan tidak baik; berakhir kearah yang buruk; patelaho:bdk:patilaho.
B7260,pate...,harga mati; tidak bisa ditebus lagi
B7261,pateak,berkotek mengenai ayam; yang mau bertelur; juga bunyi ular yang meniru bunyi ini; marpateak=martatageak:berkotek.
B7262,patenga-tengahon,sok hebat; sok tau
B7263,pati,bdk pate; patipatian:peraturan yang membuat perselisihan menjadi berakhir contoh bila persoalan itu diserahkan kepada keputusan tuhan:siapa di antara kita berdua meninggal dalam satu bulan ini; dialah yang bersalah.
B7264,patia,burung kecil yang bercorak-corak yang dalam dongeng bertindak sebagai raja burung.
B7265,patialaon,sakit kepala tiba-tiba
B7266,patialu,sejenis penyakit demam yang datang berulang-ulang; demam berkala.
B7267,patialum,kurap pada pelir.
B7268,patihala,pening; sakit kepala; migrain; patihalaon:menderita nyeri kepala sebelah.
B7269,patik,aturan larangan yang disepakati bersama; aturan; hukum; undang-undang; manuan patik:membuat undang-undang; mangalaosi patik:melanggar undang-undang; mamatikhon:mengundang-undangkan; pamatik:pembuat undang-undang; penegak undang-undang; sisuan patik:idem.
B7270,patilaho,pemberian berupa uang yang diberikan parboru kepada paranak sebagai tanda bukti bahwa yang cerai atau menjanda itu boleh kawin lagi; tentunya bahwa tidak ada orang lain yang menaruh hak atasnya; ini merupakan juga pertanda semua uang mahar harus dikembalikan.
